district,borough,building_id,school_name,org_id,project_#,description,fy_constr_start,total
17,Brooklyn,K398,P.S. 398 (UDC),K398,DSF0000845576,State of Good Repair - System Replacements -,2017,80406
17,Brooklyn,K398,P.S. 398 (UDC),K398,DSF0000799786,State of Good Repair - System Replacements - Heating,2015,31680
17,Brooklyn,K398,P.S. 398 (UDC),K398,DSF0000865988,State of Good Repair - System Replacements -,2018,170000
17,Brooklyn,K399,P.S. 399,K399,DSF0000783207,State of Good Repair - System Replacements - Heating,2015,31659
17,Brooklyn,K874,I.S. 340 (OLD 249 AX),K340,DSF0000829872,Domestic Piping,2017,235726
17,Brooklyn,K874,I.S. 340 (OLD 249 AX),K340,DSF0000807762,State of Good Repair - Building Upgrade - Flood,2017,730923
17,Brooklyn,K874,I.S. 340 (OLD 249 AX),,DSF0000784452,State of Good Repair - Building Upgrade - Lighting,2016,323346
17,Brooklyn,K874,I.S. 340 (OLD 249 AX),K340,DSF0000761807,State of Good Repair - System Replacements - Exterior,2017,1444798
17,Brooklyn,K892,P.S. 221 MINISCHOOL,,DSF0000798589,State of Good Repair - Building Upgrade - Low-Voltage,2015,231940
18,Brooklyn,K068,I.S. 68,K068,DSF0000778852,State of Good Repair - System Replacements - Heating,2016,59268
18,Brooklyn,K068,I.S. 68,,DSF0000799797,State of Good Repair - System Replacements - Heating,2017,132895
18,Brooklyn,K068,I.S. 68,K068,DSF0000865848,State of Good Repair - System Replacements - Heating,2017,78710
18,Brooklyn,K068,I.S. 68,,DSF0000867030,IP Surveillance Camera Installation,2019,455396
18,Brooklyn,K114,P.S. 114,K114,DSF0000844103,State of Good Repair - System Replacements - Heating,2018,194889
18,Brooklyn,K114,P.S. 114,K114,DSF0000822145,State of Good Repair - System Replacements -,2016,150000
18,Brooklyn,K114,P.S. 114,,DSF0000867031,IP Surveillance Camera Installation,2019,407460
18,Brooklyn,K115,P.S. 115,K115,DSF0000865964,State of Good Repair - System Replacements -,2018,170000
18,Brooklyn,K135,P.S. 135,,DSF0000803073,State of Good Repair - System Replacements -,2015,180482
18,Brooklyn,K208,P.S. 208,,DSF0000780969,State of Good Repair - Building Upgrade - Flood,2016,446497
18,Brooklyn,K208,P.S. 208,,DSF0000798411,State of Good Repair - Building Upgrade - Lighting,2016,880774
18,Brooklyn,K208,P.S. 208,,DSF0000780973,State of Good Repair - System Replacements - Exterior,2016,1298788
18,Brooklyn,K208,P.S. 208,K208,DSF0000826670,State of Good Repair - System Replacements - Roofs,2016,856121
18,Brooklyn,K208,P.S. 208,K208,DSF0000780975,State of Good Repair - System Replacements -,2015,160183
18,Brooklyn,K208,P.S. 208,,DSF0000799939,State of Good Repair - System Replacements -,2016,1191818
18,Brooklyn,K211,I.S. 211,K211,DSF0000843903,Educational Enhancements - Educational,2016,175000
18,Brooklyn,K211,I.S. 211,K211,DSF0000843929,Educational Enhancements - Educational,2016,385630
18,Brooklyn,K211,I.S. 211,,DSF0000781022,State of Good Repair - Building Upgrade - Climate,2015,1571304
18,Brooklyn,K211,I.S. 211,,DSF0000799436,State of Good Repair - Building Upgrade - Flood,2015,2184459
18,Brooklyn,K211,I.S. 211,,DSF0000781046,State of Good Repair - Building Upgrade - Interior,2015,1107496
18,Brooklyn,K211,I.S. 211,,DSF0000781023,State of Good Repair - Building Upgrade - Lighting,2015,1389527
18,Brooklyn,K211,I.S. 211,,DSF0000781029,State of Good Repair - System Replacements -,2015,1380329
18,Brooklyn,K211,I.S. 211,,DSF0000781030,State of Good Repair - System Replacements - Heating,2015,8334469
18,Brooklyn,K211,I.S. 211,,DSF0000804335,State of Good Repair - System Replacements -,2015,108413
18,Brooklyn,K211,I.S. 211,K211,DSF0000776044,IP Surveillance Camera Installation,2015,628461
18,Brooklyn,K219,P.S. 219,,DSF0000804479,State of Good Repair - Building Upgrade - Flood,2018,1705248
18,Brooklyn,K219,P.S. 219,K219,DSF0000799935,State of Good Repair - Rehabilitation of Physical,2016,1857256
18,Brooklyn,K219,P.S. 219,,DSF0000844118,State of Good Repair - System Replacements - Exterior,2018,13231366
18,Brooklyn,K219,P.S. 219,,DSF0000844117,State of Good Repair - System Replacements - Parapets,2018,4239562
18,Brooklyn,K219,P.S. 219,,DSF0000826871,State of Good Repair - System Replacements - Roofs,2018,2700426
18,Brooklyn,K219,P.S. 219,K219,DSF0000867136,New/Retrofit Telephone/Intercom Systems,2018,219845
18,Brooklyn,K232,I.S. 232,,DSF0000871757,State of Good Repair - System Replacements - Exterior,2019,6556788
18,Brooklyn,K232,I.S. 232,,DSF0000871756,State of Good Repair - System Replacements - Parapets,2019,3410886
18,Brooklyn,K232,I.S. 232,K581,DSF0000804724,State of Good Repair - System Replacements -,2017,203505
18,Brooklyn,K232,I.S. 232,K598,DSF0000866235,New/Retrofit Telephone/Intercom Systems,2017,240231
18,Brooklyn,K233,P.S. 233,K233,DSF0000845624,Educational Enhancements - Educational,2017,759537
18,Brooklyn,K233,P.S. 233,,DSF0000781448,State of Good Repair - Building Upgrade - Lighting,2016,804256
18,Brooklyn,K233,P.S. 233,,DSF0000799731,State of Good Repair - Building Upgrade - Lighting,2015,35173
18,Brooklyn,K233,P.S. 233,K233,DSF0000804745,State of Good Repair - Building Upgrade - Reinforcing,2018,304106
18,Brooklyn,K233,P.S. 233,K233,DSF0000843650,State of Good Repair - System Replacements - Exterior,2018,5646017
18,Brooklyn,K233,P.S. 233,K233,DSF0000843651,State of Good Repair - System Replacements - Parapets,2018,578115
18,Brooklyn,K233,P.S. 233,K233,DSF0000827141,State of Good Repair - System Replacements - Roofs,2018,1941413
18,Brooklyn,K233,P.S. 233,K233,DSF0000822148,State of Good Repair - System Replacements -,2016,110388
18,Brooklyn,K235,P.S. 235,,DSF0000777476,Safety and Security - Safety and Security - Emergency,2015,89050
18,Brooklyn,K235,P.S. 235,K235,DSF0000799530,State of Good Repair - Rehabilitation of Physical,2016,3025666
18,Brooklyn,K235,P.S. 235,K235,DSF0000804784,State of Good Repair - System Replacements -,2017,482
18,Brooklyn,K242,P.S. 235 ANNEX,K235,DSF0000804911,State of Good Repair - Building Upgrade - Reinforcing,2017,1109329
18,Brooklyn,K242,P.S. 235 ANNEX,K235,DSF0000804914,State of Good Repair - System Replacements -,2017,508
18,Brooklyn,K244,P.S. 244,,DSF0000781655,State of Good Repair - Building Upgrade - Flood,2016,226322
18,Brooklyn,K244,P.S. 244,,DSF0000799690,State of Good Repair - Building Upgrade - Lighting,2016,228789
18,Brooklyn,K244,P.S. 244,,DSF0000759098,State of Good Repair - System Replacements - Exterior,2016,5343659
18,Brooklyn,K244,P.S. 244,,DSF0000781658,State of Good Repair - System Replacements - Parapets,2016,1022578
18,Brooklyn,K244,P.S. 244,,DSF0000781657,State of Good Repair - System Replacements - Roofs,2016,1464041
18,Brooklyn,K244,P.S. 244,,DSF0000799878,State of Good Repair - System Replacements -,2016,4593576
18,Brooklyn,K252,I.S. 252,,DSF0000844098,Educational Enhancements - Educational,2017,36000
18,Brooklyn,K252,I.S. 252,,DSF0000777477,Safety and Security - Safety and Security - Emergency,2015,81296
18,Brooklyn,K252,I.S. 252,,DSF0000798253,State of Good Repair - Building Upgrade - Boiler,2017,13869505
18,Brooklyn,K252,I.S. 252,,DSF0000781767,State of Good Repair - Building Upgrade - Climate,2017,1850670
18,Brooklyn,K252,I.S. 252,,DSF0000781769,State of Good Repair - Building Upgrade - Lighting,2016,826834
18,Brooklyn,K252,I.S. 252,,DSF0000866820,State of Good Repair - System Replacements -,2018,6000
18,Brooklyn,K252,I.S. 252,K588,DSF0000805080,State of Good Repair - System Replacements -,2017,101953
18,Brooklyn,K268,P.S. 268,,DSF0000759470,State of Good Repair - Building Upgrade - Lighting,2015,969403
18,Brooklyn,K268,P.S. 268,,DSF0000799732,State of Good Repair - Building Upgrade - Lighting,2016,45924
18,Brooklyn,K268,P.S. 268,K268,DSF0000799531,State of Good Repair - Rehabilitation of Physical,2015,1655822
18,Brooklyn,K272,P.S. 272,,DSF0000759549,State of Good Repair - Building Upgrade - Flood,2015,131947
18,Brooklyn,K272,P.S. 272,,DSF0000799692,State of Good Repair - Building Upgrade - Lighting,2016,219145
18,Brooklyn,K272,P.S. 272,K272,DSF0000799526,State of Good Repair - Rehabilitation of Physical,2016,1836247
18,Brooklyn,K272,P.S. 272,,DSF0000759552,State of Good Repair - System Replacements - Exterior,2015,2195340
18,Brooklyn,K272,P.S. 272,K272,DSF0000805414,State of Good Repair - System Replacements - Heating,2015,88245
18,Brooklyn,K272,P.S. 272,,DSF0000822654,State of Good Repair - System Replacements - Heating,2018,229035
18,Brooklyn,K272,P.S. 272,,DSF0000759551,State of Good Repair - System Replacements - Parapets,2015,2249588
18,Brooklyn,K272,P.S. 272,,DSF0000759550,State of Good Repair - System Replacements - Roofs,2015,3627307
18,Brooklyn,K272,P.S. 272,K272,DSF0000865980,State of Good Repair - System Replacements -,2018,170000
18,Brooklyn,K272,P.S. 272,K272,DSF0000867146,New/Retrofit Telephone/Intercom Systems,2018,197813
18,Brooklyn,K276,P.S. 276,,DSF0000759617,State of Good Repair - Building Upgrade - Climate,2015,4583017
18,Brooklyn,K276,P.S. 276,,DSF0000759620,State of Good Repair - Building Upgrade - Flood,2015,5756209
18,Brooklyn,K276,P.S. 276,,DSF0000777686,State of Good Repair - Building Upgrade - Interior,2015,1833894
18,Brooklyn,K276,P.S. 276,,DSF0000805475,State of Good Repair - Building Upgrade - Lighting,2016,878830
18,Brooklyn,K276,P.S. 276,,DSF0000798522,State of Good Repair - Building Upgrade - Low-Voltage,2015,986797
18,Brooklyn,K276,P.S. 276,K276,DSF0000799527,State of Good Repair - Rehabilitation of Physical,2015,514866
18,Brooklyn,K276,P.S. 276,,DSF0000782190,State of Good Repair - System Replacements - Exterior,2015,969690
18,Brooklyn,K276,P.S. 276,K276,DSF0000759626,State of Good Repair - System Replacements - Heating,2015,4553795
18,Brooklyn,K276,P.S. 276,,DSF0000782197,State of Good Repair - System Replacements - Paved,2015,1362614
18,Brooklyn,K276,P.S. 276,,DSF0000782187,State of Good Repair - System Replacements - Roofs,2015,3607290
18,Brooklyn,K279,P.S. 279,,DSF0000777692,State of Good Repair - Building Upgrade - Climate,2015,1959419
18,Brooklyn,K279,P.S. 279,,DSF0000799882,State of Good Repair - Building Upgrade - Elevators,2015,488695
18,Brooklyn,K279,P.S. 279,,DSF0000777688,State of Good Repair - Building Upgrade - Flood,2015,8626900
18,Brooklyn,K279,P.S. 279,K279,DSF0000777691,State of Good Repair - Building Upgrade - Interior,2015,1011637
18,Brooklyn,K279,P.S. 279,,DSF0000805533,State of Good Repair - Building Upgrade - Lighting,2016,911776
18,Brooklyn,K279,P.S. 279,,DSF0000782243,State of Good Repair - Building Upgrade - Low-Voltage,2015,1433623
18,Brooklyn,K279,P.S. 279,,DSF0000799884,State of Good Repair - Rehabilitation of Physical,2015,777524
18,Brooklyn,K279,P.S. 279,,DSF0000799883,State of Good Repair - System Replacements -,2015,922981
18,Brooklyn,K279,P.S. 279,K279,DSF0000777689,State of Good Repair - System Replacements -,2015,2174214
18,Brooklyn,K279,P.S. 279,K279,DSF0000759677,State of Good Repair - System Replacements - Heating,2015,6516022
18,Brooklyn,K279,P.S. 279,,DSF0000782256,State of Good Repair - System Replacements - Heating,2015,2249640
18,Brooklyn,K279,P.S. 279,K279,DSF0000865982,State of Good Repair - System Replacements -,2018,170000
18,Brooklyn,K285,I.S. 285,,DSF0000782314,State of Good Repair - Building Upgrade - Lighting,2015,1415392
18,Brooklyn,K285,I.S. 285,K285,DSF0000736829,State of Good Repair - Building Upgrade - Low-Voltage,2015,2265947
18,Brooklyn,K860,P.S. 219 ANNEX,,DSF0000866859,State of Good Repair - System Replacements -,2018,3000
18,Brooklyn,K860,P.S. 219 ANNEX,,DSF0000761724,State of Good Repair - System Replacements - Heating,2018,1582927
19,Brooklyn,K007,P.S. 7,,DSF0000844727,Educational Enhancements - Educational,2017,116543
19,Brooklyn,K007,P.S. 7,K007,DSF0000865833,Educational Enhancements - Educational,2017,500000
19,Brooklyn,K007,P.S. 7,,DSF0000777901,State of Good Repair - Building Upgrade - Lighting,2015,93594
19,Brooklyn,K007,P.S. 7,,DSF0000823812,State of Good Repair - System Replacements -,2018,293376
19,Brooklyn,K007,P.S. 7,K007,DSF0000866152,State of Good Repair - System Replacements -,2018,47531
19,Brooklyn,K007,P.S. 7,,DSF0000823568,State of Good Repair - System Replacements - Heating,2018,69723
19,Brooklyn,K013,P.S. 13,K013,DSF0000843893,Educational Enhancements - Educational,2016,89000
19,Brooklyn,K013,P.S. 13,,DSF0000799681,State of Good Repair - Building Upgrade - Lighting,2016,128007
19,Brooklyn,K013,P.S. 13,,DSF0000799770,State of Good Repair - Building Upgrade - Lighting,2015,111698
19,Brooklyn,K013,P.S. 13,,DSF0000866761,State of Good Repair - System Replacements -,2018,21000
19,Brooklyn,K013,P.S. 13,,DSF0000801363,State of Good Repair - System Replacements - Heating,2018,144786
19,Brooklyn,K013,P.S. 13,K013,DSF0000823910,State of Good Repair - System Replacements - Heating,2018,169945
19,Brooklyn,K072,P.S. 72,K677,DSF0000778896,State of Good Repair - System Replacements - Heating,2015,31680
19,Brooklyn,K072,P.S. 72,K677,DSF0000824703,State of Good Repair - System Replacements - Heating,2017,112237
19,Brooklyn,K072,P.S. 72,K677,DSF0000865960,State of Good Repair - System Replacements -,2018,170000
19,Brooklyn,K108,P.S. 108,K108,DSF0000865834,Educational Enhancements - Educational,2017,1000000
19,Brooklyn,K108,P.S. 108,K108,DSF0000802709,State of Good Repair - Building Upgrade - Low-Voltage,2016,794289
19,Brooklyn,K108,P.S. 108,,DSF0000775637,State of Good Repair - System Replacements -,2015,646790
19,Brooklyn,K108,P.S. 108,K108,DSF0000844744,State of Good Repair - System Replacements - Heating,2018,42246
19,Brooklyn,K108,P.S. 108,K108,DSF0000865835,System Expansion - New Physical Education Facilities -,2018,221940
19,Brooklyn,K149,P.S. 149,K149,DSF0000866106,State of Good Repair - System Replacements - Heating,2018,77690
19,Brooklyn,K158,P.S. 158,K158,DSF0000865786,Educational Enhancements - Educational,2017,400000
19,Brooklyn,K158,P.S. 158,,DSF0000777466,Safety and Security - Safety and Security - Emergency,2015,110070
19,Brooklyn,K158,P.S. 158,,DSF0000799746,State of Good Repair - Building Upgrade - Lighting,2015,85741
19,Brooklyn,K158,P.S. 158,,DSF0000757554,State of Good Repair - Building Upgrade - Low-Voltage,2016,2079832
19,Brooklyn,K158,P.S. 158,,DSF0000825820,State of Good Repair - Building Upgrade - Reinforcing,2016,746362
19,Brooklyn,K158,P.S. 158,K158,DSF0000865785,State of Good Repair - System Replacements -,2018,302754
19,Brooklyn,K158,P.S. 158,K158,DSF0000803389,State of Good Repair - System Replacements - Exterior,2016,217399
19,Brooklyn,K158,P.S. 158,,DSF0000780067,State of Good Repair - System Replacements - Heating,2016,883768
19,Brooklyn,K158,P.S. 158,,DSF0000821660,State of Good Repair - System Replacements - Heating,2016,691767
19,Brooklyn,K158,P.S. 158,K158,DSF0000757565,State of Good Repair - System Replacements - Kitchen,2016,4106412
19,Brooklyn,K158,P.S. 158,K158,DSF0000803387,State of Good Repair - System Replacements - Roofs,2016,243729
19,Brooklyn,K158,P.S. 158,K158,DSF0000865968,State of Good Repair - System Replacements -,2018,170000
19,Brooklyn,K158,P.S. 158,K158,DSF0000865787,System Expansion - New Physical Education Facilities -,2018,651939
19,Brooklyn,K159,P.S. 159,K159,DSF0000822138,State of Good Repair - System Replacements -,2016,184647
19,Brooklyn,K166,I.S. 166,K654,DSF0000844135,Educational Enhancements - Educational,2017,70785
19,Brooklyn,K166,I.S. 166,,DSF0000777470,Safety and Security - Safety and Security - Emergency,2015,140223
19,Brooklyn,K166,I.S. 166,,DSF0000803530,State of Good Repair - System Replacements -,2016,221214
19,Brooklyn,K166,I.S. 166,K359,DSF0000868111,IP Surveillance Camera Installation,2019,475000
19,Brooklyn,K171,I.S. 171,K171,DSF0000865788,Educational Enhancements - Educational,2017,700000
19,Brooklyn,K171,I.S. 171,K171,DSF0000865789,Educational Enhancements - Educational,2017,300000
19,Brooklyn,K171,I.S. 171,K760,DSF0000865801,Educational Enhancements - Educational,2017,250000
19,Brooklyn,K171,I.S. 171,,DSF0000777471,Safety and Security - Safety and Security - Emergency,2015,133235
19,Brooklyn,K171,I.S. 171,K171,DSF0000780281,State of Good Repair - Building Upgrade - Flood,2017,3291791
19,Brooklyn,K171,I.S. 171,K171,DSF0000826018,State of Good Repair - Building Upgrade - Low-Voltage,2017,1645415
19,Brooklyn,K171,I.S. 171,K171,DSF0000826031,State of Good Repair - System Replacements - Heating,2017,1880889
19,Brooklyn,K171,I.S. 171,K171,DSF0000826023,State of Good Repair - System Replacements - Roofs,2017,1691680
19,Brooklyn,K171,I.S. 171,,DSF0000803608,State of Good Repair - System Replacements -,2017,123944
19,Brooklyn,K171,I.S. 171,,DSF0000803605,State of Good Repair - System Replacements -,2017,6292356
19,Brooklyn,K171,I.S. 171,K171,DSF0000776042,IP Surveillance Camera Installation,2015,618005
19,Brooklyn,K174,P.S. 174,,DSF0000780317,State of Good Repair - Building Upgrade - Flood,2016,321412
19,Brooklyn,K174,P.S. 174,,DSF0000799747,State of Good Repair - Building Upgrade - Lighting,2015,51547
19,Brooklyn,K174,P.S. 174,K174,DSF0000844104,State of Good Repair - System Replacements - Heating,2018,67336
19,Brooklyn,K174,P.S. 174,,DSF0000803645,State of Good Repair - System Replacements -,2016,192106
19,Brooklyn,K190,P.S. 190,,DSF0000780589,State of Good Repair - Building Upgrade - Lighting,2015,111620
19,Brooklyn,K190,P.S. 190,,DSF0000866805,State of Good Repair - System Replacements -,2018,24000
19,Brooklyn,K190,P.S. 190,K190,DSF0000866236,New/Retrofit Telephone/Intercom Systems,2017,222820
19,Brooklyn,K202,P.S. 202,K202,DSF0000799933,Educational Enhancements - Educational,2015,442989
19,Brooklyn,K202,P.S. 202,K202,DSF0000821756,Educational Enhancements - Educational,2015,123457
19,Brooklyn,K202,P.S. 202,K202,DSF0000843901,Educational Enhancements - Educational,2016,98500
19,Brooklyn,K202,P.S. 202,K202,DSF0000865770,Educational Enhancements - Educational,2017,122610
19,Brooklyn,K202,P.S. 202,,DSF0000799748,State of Good Repair - Building Upgrade - Lighting,2015,161809
19,Brooklyn,K202,P.S. 202,K202,DSF0000823660,State of Good Repair - System Replacements -,2017,320000
19,Brooklyn,K213,P.S. 213,,DSF0000866812,State of Good Repair - System Replacements -,2018,21000
19,Brooklyn,K213,P.S. 213,K213,DSF0000843864,State of Good Repair - System Replacements - Heating,2018,107288
19,Brooklyn,K213,P.S. 213,K213,DSF0000867141,New/Retrofit Telephone/Intercom Systems,2018,160553
19,Brooklyn,K214,P.S. 214,K214,DSF0000865837,Educational Enhancements - Educational,2017,700000
19,Brooklyn,K214,P.S. 214,K214,DSF0000865838,Educational Enhancements - Educational,2017,400000
19,Brooklyn,K214,P.S. 214,,DSF0000799548,State of Good Repair - Building Upgrade - Lighting,2016,121204
19,Brooklyn,K214,P.S. 214,K214,DSF0000822269,State of Good Repair - Rehabilitation of Physical,2017,3921109
19,Brooklyn,K214,P.S. 214,K214,DSF0000865836,State of Good Repair - System Replacements -,2018,266352
19,Brooklyn,K214,P.S. 214,K214,DSF0000866110,State of Good Repair - System Replacements - Heating,2018,77690
19,Brooklyn,K218,I.S. 218,,DSF0000826850,State of Good Repair - Building Upgrade - Flood,2018,1590040
19,Brooklyn,K218,I.S. 218,,DSF0000804473,State of Good Repair - System Replacements -,2019,479066
19,Brooklyn,K218,I.S. 218,,DSF0000826853,State of Good Repair - System Replacements - Exterior,2018,1361002
19,Brooklyn,K218,I.S. 218,K218,DSF0000822130,State of Good Repair - System Replacements -,2016,150000
19,Brooklyn,K224,P.S. 224,,DSF0000781282,State of Good Repair - Building Upgrade - Lighting,2015,95509
19,Brooklyn,K224,P.S. 224,,DSF0000799550,State of Good Repair - Building Upgrade - Lighting,2016,285624
19,Brooklyn,K224,P.S. 224,,DSF0000804578,State of Good Repair - System Replacements - Heating,2018,69723
19,Brooklyn,K260,P.S. 260,,DSF0000759360,State of Good Repair - Building Upgrade - Lighting,2015,791109
19,Brooklyn,K273,P.S. 273,K273,DSF0000821886,State of Good Repair - Building Upgrade - Climate,2015,111303
19,Brooklyn,K273,P.S. 273,,DSF0000799693,State of Good Repair - Building Upgrade - Lighting,2016,190758
19,Brooklyn,K273,P.S. 273,K273,DSF0000782141,State of Good Repair - System Replacements - Heating,2015,31680
19,Brooklyn,K290,P.S. 290,K290,DSF0000865790,Educational Enhancements - Educational,2017,500000
19,Brooklyn,K290,P.S. 290,,DSF0000782399,State of Good Repair - Building Upgrade - Lighting,2015,1335542
19,Brooklyn,K290,P.S. 290,K290,DSF0000821978,State of Good Repair - Rehabilitation of Physical,2017,1384707
19,Brooklyn,K290,P.S. 290,K290,DSF0000782405,State of Good Repair - System Replacements - Heating,2015,31659
19,Brooklyn,K290,P.S. 290,,DSF0000805706,State of Good Repair - System Replacements - Parapets,2018,482545
19,Brooklyn,K290,P.S. 290,K290,DSF0000782401,State of Good Repair - System Replacements - Roofs,2018,1944185
19,Brooklyn,K290,P.S. 290,,DSF0000822187,State of Good Repair - System Replacements -,2018,773701
19,Brooklyn,K290,P.S. 290,K290,DSF0000776048,IP Surveillance Camera Installation,2015,500871
19,Brooklyn,K292,I.S. 292,K292,DSF0000865802,Educational Enhancements - Educational,2017,300000
19,Brooklyn,K292,I.S. 292,,DSF0000799558,State of Good Repair - Building Upgrade - Lighting,2016,418262
19,Brooklyn,K292,I.S. 292,,DSF0000799749,State of Good Repair - Building Upgrade - Lighting,2015,186287
19,Brooklyn,K292,I.S. 292,,DSF0000866828,State of Good Repair - System Replacements -,2018,12000
19,Brooklyn,K292,I.S. 292,K292,DSF0000782446,State of Good Repair - System Replacements - Heating,2015,31680
19,Brooklyn,K292,I.S. 292,K292,DSF0000805747,State of Good Repair - System Replacements - Heating,2018,144786
19,Brooklyn,K302,I.S. 302,,DSF0000821663,Educational Enhancements - Educational,2015,1649136
19,Brooklyn,K302,I.S. 302,K302,DSF0000865799,Educational Enhancements - Educational,2017,549255
19,Brooklyn,K302,I.S. 302,K661,DSF0000865797,Educational Enhancements - Educational,2017,250000
19,Brooklyn,K302,I.S. 302,K662,DSF0000865800,Educational Enhancements - Educational,2017,300000
19,Brooklyn,K302,I.S. 302,K302,DSF0000843816,State of Good Repair - Rehabilitation of Physical,2017,1405180
19,Brooklyn,K302,I.S. 302,K662,DSF0000865798,State of Good Repair - System Replacements -,2018,399887
19,Brooklyn,K302,I.S. 302,K661,DSF0000868112,IP Surveillance Camera Installation,2019,500000
19,Brooklyn,K306,P.S. 306,,DSF0000799696,State of Good Repair - Building Upgrade - Lighting,2016,375214
19,Brooklyn,K306,P.S. 306,K306,DSF0000782639,State of Good Repair - System Replacements - Heating,2015,31630
19,Brooklyn,K306,P.S. 306,,DSF0000828244,State of Good Repair - System Replacements - Heating,2018,55577
19,Brooklyn,K306,P.S. 306,K306,DSF0000782640,State of Good Repair - System Replacements -,2016,111567
19,Brooklyn,K306,P.S. 306,K306,DSF0000866237,New/Retrofit Telephone/Intercom Systems,2017,187899
19,Brooklyn,K328,P.S. 328,,DSF0000806186,State of Good Repair - System Replacements - Heating,2015,168587
19,Brooklyn,K328,P.S. 328,K328,DSF0000865740,System Expansion - New Physical Education Facilities -,2018,224603
19,Brooklyn,K345,P.S. 345,K345,DSF0000865840,Educational Enhancements - Educational,2017,1000000
19,Brooklyn,K345,P.S. 345,K345,DSF0000865839,State of Good Repair - System Replacements -,2017,44921
19,Brooklyn,K345,P.S. 345,K345,DSF0000865986,State of Good Repair - System Replacements -,2018,170000
19,Brooklyn,K345,P.S. 345,,DSF0000844016,System Expansion - New Physical Education Facilities -,2017,1169593
19,Brooklyn,K345,P.S. 345,K345,DSF0000865845,Classroom Connectivity,2017,600000
19,Brooklyn,K346,P.S. 346,,DSF0000845615,Educational Enhancements - Educational,2018,738979
19,Brooklyn,K346,P.S. 346,,DSF0000799769,State of Good Repair - Building Upgrade - Lighting,2015,32661
19,Brooklyn,K346,P.S. 346,K346,DSF0000782973,State of Good Repair - System Replacements - Heating,2015,31680
19,Brooklyn,K798,CESIAH TORO MULLANE SCHOOL,,DSF0000865782,Educational Enhancements - Educational,2017,288801
19,Brooklyn,K798,CESIAH TORO MULLANE SCHOOL,K065,DSF0000865783,Educational Enhancements - Educational,2017,700000
19,Brooklyn,K798,CESIAH TORO MULLANE SCHOOL,,DSF0000799761,State of Good Repair - Building Upgrade - Lighting,2015,125280
19,Brooklyn,K814,CYPRESS HILLS COMMUNITY SCHOOL,K089,DSF0000865784,Educational Enhancements - Educational,2017,200000
19,Brooklyn,K814,CYPRESS HILLS COMMUNITY SCHOOL,,DSF0000799771,State of Good Repair - Building Upgrade - Lighting,2015,21104
19,Brooklyn,K848,P.S. 149 ANNEX,,DSF0000807608,State of Good Repair - Building Upgrade - Lighting,2016,210088
19,Brooklyn,K848,P.S. 149 ANNEX,,DSF0000866857,State of Good Repair - System Replacements -,2018,12000
20,Brooklyn,K048,P.S. 48,,DSF0000756089,State of Good Repair - Building Upgrade - Flood,2018,1335629
20,Brooklyn,K048,P.S. 48,,DSF0000778562,State of Good Repair - Building Upgrade - Lighting,2015,778436
20,Brooklyn,K048,P.S. 48,,DSF0000866771,State of Good Repair - System Replacements -,2018,3000
20,Brooklyn,K048,P.S. 48,K048,DSF0000778566,State of Good Repair - System Replacements - Exterior,2018,7660380
20,Brooklyn,K048,P.S. 48,K048,DSF0000778569,State of Good Repair - System Replacements -,2016,167438
20,Brooklyn,K048,P.S. 48,K048,DSF0000778565,State of Good Repair - System Replacements -,2018,2402790
20,Brooklyn,K062,I.S. 62,,DSF0000866775,State of Good Repair - System Replacements -,2018,3000
20,Brooklyn,K062,I.S. 62,K062,DSF0000799861,State of Good Repair - System Replacements - Heating,2015,31659
20,Brooklyn,K062,I.S. 62,,DSF0000802129,State of Good Repair - System Replacements - Heating,2018,144786
20,Brooklyn,K062,I.S. 62,K062,DSF0000866253,New/Retrofit Telephone/Intercom Systems,2017,320228
20,Brooklyn,K102,P.S. 102,K102,DSF0000802608,State of Good Repair - Building Upgrade - Flood,2017,7319686
20,Brooklyn,K102,P.S. 102,,DSF0000866785,State of Good Repair - System Replacements -,2018,3000
20,Brooklyn,K102,P.S. 102,K102,DSF0000825075,State of Good Repair - System Replacements - Exterior,2017,3170951
20,Brooklyn,K102,P.S. 102,K102,DSF0000825073,State of Good Repair - System Replacements - Roofs,2017,1624244
20,Brooklyn,K102,P.S. 102,K102,DSF0000865961,State of Good Repair - System Replacements -,2018,170000
20,Brooklyn,K104,P.S. 104,K104,DSF0000798257,State of Good Repair - Building Upgrade - Boiler,2018,7264488
20,Brooklyn,K104,P.S. 104,K104,DSF0000798260,State of Good Repair - Building Upgrade - Climate,2018,1464684
20,Brooklyn,K104,P.S. 104,K104,DSF0000802628,State of Good Repair - Building Upgrade - Flood,2017,617526
20,Brooklyn,K104,P.S. 104,,DSF0000798406,State of Good Repair - Building Upgrade - Lighting,2016,763975
20,Brooklyn,K104,P.S. 104,,DSF0000866786,State of Good Repair - System Replacements -,2018,3000
20,Brooklyn,K104,P.S. 104,K104,DSF0000712695,State of Good Repair - System Replacements - Exterior,2017,4344520
20,Brooklyn,K104,P.S. 104,K104,DSF0000802631,State of Good Repair - System Replacements - Parapets,2017,957982
20,Brooklyn,K104,P.S. 104,K104,DSF0000802630,State of Good Repair - System Replacements - Roofs,2017,5668666
20,Brooklyn,K104,P.S. 104,K104,DSF0000776039,IP Surveillance Camera Installation,2015,478039
20,Brooklyn,K105,P.S. 105,K105,DSF0000779335,State of Good Repair - Building Upgrade - Flood,2018,920600
